geoid,name,land_area,total,airport,cement,cmv,commercial,elec_prod,industrial,nonroad,onroad,rail,residential
51256,"Longview, TX",215122082,957416,14232,0,0,20828,317604,438451,13752,137662,2614,12270
51283,"Longview, WA--OR",85223134,436937,7112,0,32183,2253,285073,37122,5095,64690,1351,2053
51310,"Lonoke, AR",4551455,3113,0,0,0,145,0,0,55,2873,0,38
51322,"Lonsdale, MN",4957309,3021,0,0,0,208,0,46,197,2248,0,321
51337,"Loogootee, IN",4704961,5728,0,0,0,388,0,162,310,4370,43,453
51364,"Lorain--Elyria, OH",259488261,449752,1977,0,13,24288,1869,56839,28363,252416,4510,79474
51418,"Los Alamos, NM",20934327,20273,1933,0,0,4757,0,190,1489,8913,0,2988
51445,"Los Angeles--Long Beach--Anaheim, CA",4500807839,28818464,532309,0,350857,1786747,3590301,7815726,1008022,11657790,141174,1935534
51472,"Los Banos, CA",20999052,49345,2681,0,0,4382,0,3199,1574,34198,0,3308
51499,"Los Lunas, NM",180242234,78903,3013,0,0,9255,0,5102,3598,41508,3879,12544
51513,"Los Molinos, CA",8255878,16328,0,0,0,137,0,58,281,14662,886,302
51580,"Louisa, KY--WV",9286979,7412,0,0,152,730,0,1,275,4709,1104,439
51607,"Louisburg, KS",5467473,2470,0,0,0,331,0,55,330,1219,0,534
51634,"Louisburg, NC",6242330,6859,0,0,0,333,0,516,229,5598,0,181
51661,"Louisiana, MO",4518637,6125,0,0,0,545,0,228,251,4199,375,523
51688,"Louisville, GA",6188745,3008,0,0,0,196,0,48,85,2326,2,350
51742,"Louisville, MS",10162774,6904,0,0,0,551,0,0,199,5712,62,378
51755,"Louisville/Jefferson County, KY--IN",1235208767,2737035,57245,75469,3307,229590,178854,523992,180835,1205628,14152,267960
51769,"Lovington, NM",18204537,9802,14,0,0,1416,0,508,614,4949,13,2285
51796,"Lowell, IN",13069144,14651,0,0,0,826,0,4576,1081,5923,113,2129
51823,"Lowell, MI",12500953,9474,436,0,0,942,10,786,630,5426,19,1221
51850,"Lowville, NY",4591609,3548,0,0,0,174,0,5,109,2925,0,331
51877,"Lubbock, TX",249847867,460883,15032,0,0,39819,6354,40970,26198,285775,1627,45105
51904,"Lucasville, OH",5446110,5580,0,0,0,138,0,104,58,4967,158,152
51920,"Lucedale, MS",6536445,5425,0,0,0,367,0,0,133,4867,4,53
51958,"Ludington, MI",21839626,170777,16,0,0,2549,145799,8102,1541,7895,96,4775
51985,"Lufkin, TX",99538566,111422,48,0,0,9654,0,23583,4976,68708,279,4171
52001,"Lula, GA",7353150,3237,0,0,0,15,0,13,61,3002,90,54
52039,"Luling, TX",7574298,4637,48,0,0,263,0,307,173,3413,191,239
52066,"Lumberton, NC",69019349,58089,0,0,0,4044,0,906,1909,47106,653,3469
52093,"Luray, VA",10087584,5668,12,0,0,328,0,352,381,3898,129,565
52147,"Luverne, MN",5212128,5294,7,0,0,774,0,31,291,3118,19,1051
52174,"Lykens, PA",5002762,3113,0,0,0,347,0,114,139,1837,0,674
52201,"Lynchburg, VA",229878044,206854,11943,0,0,23647,0,22902,13874,108960,2160,23365
52228,"Lynden, WA",24168190,16039,1156,0,0,2601,0,0,1084,8649,0,2546
52255,"Lyndonville, VT",5668142,4200,0,0,0,180,0,124,66,3424,20,383
52309,"Lyons, KS",4506191,2793,0,0,0,281,0,72,148,1800,15,473
52341,"Lytle, TX",10894776,6692,0,0,0,111,0,13,237,6021,219,89
52352,"Mabton, WA",1862540,850,0,0,0,8,0,0,26,770,7,38
52363,"McAlester, OK",26826238,41107,14,0,0,5087,0,9447,959,21498,441,3658
52390,"McAllen, TX",927513256,1902486,21214,0,0,82195,983218,24949,53860,714571,266,22209
52417,"Macclenny, FL",24943960,16283,0,0,0,629,0,75,270,14792,377,137
52471,"McComb, MS",33530015,35252,23,0,0,3349,0,0,1084,27988,694,2112
52498,"McConnelsville, OH",3630394,1697,0,0,0,73,0,139,24,1350,0,109
52525,"McCook, NE",12019073,14947,4277,0,0,1047,0,2011,727,4499,316,2067
52552,"McFarland, CA",9922649,12618,0,0,0,462,0,15,468,10631,422,616
52579,"McGehee, AR",6905776,2307,16,0,0,242,0,0,142,1438,265,202
52606,"McGregor, TX",5847649,3924,0,0,0,217,0,292,234,2406,563,208
52633,"McKenzie, TN",10211535,9875,0,0,0,281,0,996,380,7296,67,853
52660,"Mackinaw, IL",5931378,1485,0,0,0,20,0,41,74,1237,0,112
52687,"McKinney, TX",191772081,186736,4000,0,0,16373,140,9246,16209,126511,97,14157
52714,"McLeansboro, IL",3874059,8518,14,0,0,71,1,112,76,7847,83,310
52741,"McMinnville, OR",38119871,40441,9967,0,0,4149,0,2380,3116,18581,15,2230
52768,"McMinnville, TN",34396779,19691,13,0,0,1009,0,2613,1447,12743,35,1828
52795,"Macomb, IL",22613340,42706,14,0,0,8891,0,4543,1227,20561,1718,5749
52822,"Macon, GA",253954343,379679,836,0,0,21822,10174,22741,15433,270697,1377,36596
52849,"Macon, MS",5499725,2879,0,0,0,254,0,0,143,2261,0,219
52876,"Macon, MO",7767197,9646,0,0,0,752,0,249,251,7458,71,863
52903,"McPherson, KS",17953368,620510,0,0,0,1993,3437,601113,1169,7978,846,3971
52930,"McRae, GA",13599114,3850,0,0,0,350,0,311,543,2296,38,309
52984,"Madera, CA",58004323,158131,0,0,0,3755,0,9309,3244,135020,977,5825
53011,"Madill, OK",6097312,4732,0,0,0,127,0,126,64,4043,232,136
53038,"Madison, FL",5183541,12773,0,0,0,213,0,123,198,11998,141,98
53065,"Madison, GA",10877718,5324,0,0,0,69,0,170,157,4838,42,46
53092,"Madison, IN--KY",35680597,31735,12,0,130,2714,0,1495,2492,22436,108,2345
53146,"Madison, SD",7344802,5770,0,0,0,1016,0,351,340,3258,11,791
53173,"Madison, WV",10582453,4393,0,0,0,100,0,48,54,3601,250,336
53200,"Madison, WI",391132152,981274,17998,0,0,125796,93956,51335,81321,471578,1028,138258
53227,"Madisonville, KY",48997970,25557,14,0,0,2783,0,0,1484,15374,2215,3684
53254,"Madisonville, TN",16493828,7719,0,0,0,335,0,915,333,5391,469,273
53281,"Madisonville, TX",10272579,5015,0,0,0,201,0,22,290,4321,0,179
53308,"Madras, OR",13795761,3943,0,0,0,227,0,138,287,3126,11,153
53335,"Magee, MS",7498171,7374,0,0,0,511,0,0,90,6503,40,227
53362,"Magnolia, AR",19526782,19255,16,0,0,5998,0,854,1480,8879,18,2008
53372,"Magnolia, TX",9794746,2805,0,0,0,156,0,74,184,2093,129,167
53416,"Mahomet, IL",17722250,19017,0,0,0,1234,0,144,989,14461,59,2129
53443,"Maiden, NC",10961462,10738,0,0,0,222,34,5203,468,4500,0,309
53470,"Malakoff, TX",8150495,3361,0,0,0,53,0,47,227,2914,56,61
53497,"Malden, MO",8087345,4233,0,0,0,342,2,39,230,2518,421,677
53524,"Malone, NY",14704947,7762,0,0,0,2239,0,74,605,3046,0,1797
53551,"Malvern, AR",24639450,28359,16,0,0,3569,0,10,903,21938,430,1490
53578,"Malvern, OH",7135441,3354,0,0,0,92,0,585,137,2064,3,470
53605,"Mammoth Lakes, CA",8605104,38457,0,0,0,0,0,54,324,37149,0,929
53632,"Mamou, LA",5727858,3443,22,0,0,217,0,250,76,2689,0,187
53659,"Manchester, GA",10263974,4552,0,0,0,238,0,252,183,2997,455,423
53686,"Manchester, IA",6839953,12531,0,0,0,832,0,694,252,9397,16,1337
53713,"Manchester, KY",11361143,6466,14,0,0,148,0,1207,73,4849,2,170
53726,"Manchester, MD",7606363,6489,0,0,0,260,0,65,227,5540,0,395
53740,"Manchester, NH",223425800,341063,30,0,0,47505,0,9757,20140,182757,84,80786
53767,"Manchester, TN",27557176,23870,13,0,0,1316,0,1348,895,19256,25,1014
53794,"Mandeville--Covington, LA",170300707,174576,115,0,3,10264,0,18229,10676,129932,0,5354
53821,"Mangum, OK",3687882,1830,0,0,0,45,0,4,24,1568,0,186
53848,"Manhattan, KS",53439780,67011,1879,0,0,16251,0,1845,3633,30526,1595,11279
53875,"Manila, AR",4384541,2433,0,0,0,114,0,0,79,2076,0,163
53902,"Manistee, MI",19603886,174176,0,0,0,1488,159246,576,754,8479,107,3522
53929,"Manistique, MI",8985716,26573,0,0,0,391,543,21375,158,3595,40,468
53956,"Manitowoc, WI",64337520,219321,3633,0,0,9212,51081,88363,6727,37608,44,22650
53983,"Mankato, MN",68254466,233597,7,0,0,20169,59267,66537,9506,56796,197,21115
54010,"Mannford, OK",7493923,5134,0,0,0,20,0,132,53,4782,88,58
54037,"Manning, SC",10482650,11437,27,0,0,317,0,41,217,10720,29,84
54050,"Manor, TX",9369566,3579,0,0,0,26,0,40,324,3149,0,38
54064,"Mansfield, LA",10428644,21958,0,0,0,485,0,5622,315,14913,290,331
54091,"Mansfield, OH",130237966,236535,64,0,0,19707,359,28202,8639,148332,394,30835
54118,"Mansfield, PA",5313461,6412,0,0,0,609,0,98,260,4755,0,688
54145,"Manteca, CA",56361167,190438,0,0,0,7642,10485,6803,6622,144668,1244,12971
54199,"Manteo, NC",11801850,14196,6014,0,2,376,0,542,704,6499,0,56
54226,"Manti, UT",4208552,1031,0,0,0,93,0,4,21,850,0,61
54253,"Many, LA",6105444,5752,22,0,0,267,0,450,106,4723,100,81
54280,"Maquoketa, IA",7286601,5710,0,0,0,941,0,629,266,2577,0,1294
54295,"Marana West, AZ",7699621,9421,0,0,0,39,0,0,142,8437,761,39
54307,"Marathon, FL",21282130,38697,9382,0,6715,688,31,40,721,21017,0,102
54334,"Marble Falls, TX",9413177,4114,0,0,0,373,0,191,711,2542,2,291
54388,"Marengo, IL",9246744,7411,0,0,0,304,0,2614,578,2866,40,1005
54415,"Marianna, AR",5565401,2421,0,0,0,329,0,0,85,1806,1,198
54442,"Marianna, FL",13967165,20008,13,0,0,678,0,326,396,18077,239,276
54469,"Maricao, PR",3384313,0,0,0,0,0,0,0,0,0,0,0
54477,"Maricopa, AZ",35387040,24195,0,0,0,53,0,0,3954,19531,635,21
54486,"Marietta, OH--WV",46569047,73905,6512,0,356,6714,0,11609,3429,37528,161,7592
54496,"Marinette--Menominee, WI--MI",24463284,104144,13,0,0,4277,0,73809,2293,15683,278,7787
54577,"Marion, IN",58665457,75923,0,0,0,9204,0,6013,5533,41446,1313,12411
54604,"Marion, KY",4321172,2111,0,0,0,100,0,0,48,1750,17,194
54631,"Marion, NC",40800422,25398,2470,0,0,1524,0,426,1491,17289,1172,1022
54658,"Marion, OH",71883265,102217,38,0,0,10272,0,20106,5201,44573,3381,18643
54685,"Marion, SC",11606027,10335,0,0,0,435,0,413,454,8562,0,468
54712,"Marion, VA",15406505,13011,12,0,0,647,0,2183,629,8172,400,966
54739,"Marion Oaks, FL",37119918,22532,0,0,0,164,0,52,1694,20446,0,174
54778,"Marks, MS",6336027,2152,0,0,0,161,0,0,66,1540,153,229
54793,"Marksville, LA",16343036,7859,22,0,0,710,0,320,313,5890,22,579
54820,"Marlin, TX",9883947,7302,0,0,0,493,0,180,786,4333,655,852
54847,"Marlow, OK",4740614,7468,0,0,0,643,0,2113,337,3781,28,562
54874,"Marquette, MI",40576158,724613,0,0,0,14378,669524,1343,2125,27704,99,9437
54901,"Marseilles, IL",5244826,5516,0,0,43,363,0,4,242,2894,337,1630
54928,"Marshall, IL",6284305,17659,0,0,0,250,42,1607,292,14125,241,1100
54955,"Marshall, MI",11827704,19445,0,0,0,2530,69,356,520,13034,32,2900
54982,"Marshall, MN",17757685,178974,0,0,0,2933,25,158480,1012,12978,350,3193
55009,"Marshall, MO",16052843,51242,855,0,0,1285,1522,3125,772,40621,39,3021
55036,"Marshall, TX",47048122,42908,2995,0,0,3616,0,2334,6526,24659,761,2012
55063,"Marshall, WI",3640009,2634,0,0,0,15,0,8,35,2504,22,48
55090,"Marshalltown, IA",29654276,52044,20,0,0,5666,38,20174,2347,13716,1870,8209
55117,"Marshfield, MO",11051859,38188,0,0,0,567,0,397,466,35914,78,765
55144,"Marshfield, WI",30865950,56349,3575,0,0,9414,91,8854,2714,20973,1601,9124
55171,"Martin, TN",23081248,13231,0,0,0,840,0,1764,763,8851,12,999
55198,"Martinsburg, PA",5030726,6230,3058,0,0,691,0,144,333,945,3,1053
55225,"Martinsville, IN",16655277,27722,0,0,0,1844,0,122,1182,21708,24,2839
55252,"Martinsville, VA",109982092,85820,12,0,0,6250,0,25875,4346,42329,525,6480
55279,"Marysville, KS",3914675,4901,0,0,0,382,0,128,158,1686,1543,1001
55306,"Marysville, OH",26781750,33872,12,0,0,4327,0,2626,3084,19695,189,3936
55333,"Marysville, WA",211913366,255365,22614,0,28,18713,0,0,16961,170530,543,25972
55360,"Maryville, MO",14006824,12418,0,0,0,1824,0,3268,1128,4399,0,1797
55375,"Mascoutah, IL",7560726,4989,0,0,0,545,5,156,317,2721,0,1241
55414,"Mason City, IA",41150521,54934,0,3904,0,9641,0,11470,11166,7871,303,10577
55441,"Masontown, PA",6968905,6274,0,0,0,857,0,27,291,3144,50,1902
55468,"Massena, NY",15806243,36578,5784,0,0,3906,443,16087,787,4846,73,4650
55495,"Mathis, TX",10353823,4669,0,0,0,165,0,24,339,3825,26,286
55522,"Mattawa, WA",1637793,755,0,0,0,0,0,0,15,739,0,0
55576,"Mattoon, IL",27600637,40842,14,0,0,3265,0,3054,1402,26151,760,6194
55603,"Mauldin--Simpsonville, SC",216484415,261697,0,0,0,12389,11,61214,19709,155165,210,12996
55684,"Mauston, WI",6589835,13195,13,0,0,390,0,77,232,10916,738,826
55738,"Mayagüez, PR",139285609,0,0,0,0,0,0,0,0,0,0,0
55750,"Maybrook, NY",2303412,2635,0,0,0,325,0,2,137,932,14,1223
55765,"Mayfield, KY",19646072,23056,0,0,0,1586,3735,19,636,15057,23,1996
55792,"Mayodan, NC",9010198,6523,0,0,0,370,0,743,441,3846,465,656
55819,"Maysville, KY--OH",19514547,17125,0,0,79,792,0,543,708,13231,353,1417
55846,"Mayville, WI",6095362,5840,0,0,0,391,0,1466,646,2361,27,946
55860,"Mazomanie, WI",4696478,4231,0,0,0,51,0,59,75,3876,77,90
55900,"Meadville, PA",46504498,54884,12,0,0,4065,0,4656,2456,33668,47,9976
55927,"Mecca, CA",10107968,2426,0,0,0,18,0,1,387,1173,801,44
55981,"Medford, OR",167816295,181915,11826,0,0,20372,0,23758,19787,87094,31,19044
56008,"Medford, WI",6647170,7163,13,0,0,869,293,1506,537,3096,32,813
56023,"Medical Lake, WA",5244243,2729,0,0,0,312,0,0,142,1967,3,304
56035,"Medina, NY",12990567,11796,27,0,0,2437,0,198,655,3965,38,4473
56072,"Medina, TN",6270243,1761,0,0,0,49,0,180,94,1247,4,184
56089,"Melrose, MN",3401805,5832,0,0,0,103,14,1627,105,3581,0,398
56116,"Memphis, TN--MS--AR",1287947600,3057283,139880,0,2992,168724,412698,250124,204286,1545668,16608,316298
56143,"Mena, AR",12314473,8199,0,0,0,633,0,0,224,6814,202,324
56170,"Mendota, CA",5267158,4073,675,0,0,385,0,38,286,1955,2,729
56197,"Mendota, IL",7288209,14950,0,0,0,884,0,4631,537,4693,1981,2222
56224,"Menomonie, WI",30157850,48783,1894,0,0,5679,0,4948,1410,31251,223,3376
56251,"Merced, CA",122971173,307373,20830,0,0,15636,130,13957,7420,227407,3091,18898
56278,"Mercer, PA",3935228,3765,0,0,0,392,0,116,170,2034,0,1051
56305,"Meridian, MS",83661743,141060,31109,0,0,11333,2,5572,5786,80097,1144,6013
56359,"Merrill, WI",18368642,15805,0,0,0,1652,0,944,1114,8795,77,3220
56386,"Mescalero Park, TX",11086101,1738,0,0,0,62,0,84,222,1014,0,353
56413,"Mesquite, NV--AZ",19891466,24903,3824,0,0,1765,0,891,2514,14325,0,1582
56440,"Metamora, IL",5380391,10238,0,0,0,96,0,1274,203,8313,0,350
56467,"Metropolis, IL",8706941,14797,0,0,0,337,0,16,365,10373,723,2981
56494,"Metter, GA",7812903,5426,3,0,0,107,0,17,68,5190,6,32
56521,"Mexia, TX",11785064,9695,0,0,0,796,0,2146,1300,4547,226,677
56548,"Mexico, MO",15137250,14369,12,0,0,842,0,6204,476,5358,237,1238
56575,"Meyersdale, PA",4050971,3208,0,0,0,372,0,116,124,1600,64,930
56602,"Miami, FL",3182870193,11146581,299476,0,538211,545120,1482933,352742,930764,6940910,9873,46548
56629,"Miami, OK",20771778,40129,14,0,0,2802,0,12983,754,20514,114,2946
56656,"Michigan City--La Porte, IN--MI",100886278,650012,2689,0,0,12843,420391,30945,7011,143465,6411,26254
56710,"Middlebury, IN",11440746,7785,0,0,0,304,0,890,633,5331,0,625
56737,"Middlebury, VT",8855328,9556,0,0,0,1217,1946,284,284,4485,18,1319
56764,"Middlefield, OH",15844433,23002,1012,0,0,521,0,13812,1692,5199,0,762
56791,"Middleport, OH--WV",18143528,17566,26,0,1007,781,0,569,550,13254,201,1173
56818,"Middlesborough, KY--TN--VA",31775884,43994,2507,0,0,1436,0,25376,685,12633,75,1280
56845,"Middletown, DE",45576695,28964,0,0,0,1429,0,1855,1401,22229,51,1997
56872,"Middletown, IN",3609075,2372,0,0,0,80,0,55,67,1739,0,429
56899,"Middletown, NY",81084360,137856,6645,0,0,15634,487,4441,4721,80553,159,25213
56926,"Middletown, OH",144310823,892634,5316,0,0,243209,148190,311732,13952,138097,2589,29544
56953,"Middleville, MI",4554096,2435,0,0,0,263,0,164,133,1600,0,272
56980,"Midland, MI",116236824,133708,5975,0,0,16735,54,11341,5631,68595,183,25191
57007,"Midland, TX",137141952,211338,22673,0,0,19377,0,10213,13249,125154,873,19796
57061,"Mifflinburg, PA",6826985,5492,0,0,0,817,0,376,606,2466,3,1222
57069,"Mifflintown, PA",11290575,5420,0,0,0,326,0,81,262,3378,648,723
57079,"Milaca, MN",4581256,2352,0,0,0,200,0,14,117,1717,0,302
57088,"Milan, MI",8371712,18269,0,0,0,2666,15,2273,1310,9143,239,2620
57115,"Milan, TN",13689975,11930,13,0,0,500,0,3637,618,5880,116,1164
57142,"Milbank, SD",5436775,2710,0,0,0,256,0,66,103,1869,88,325
57169,"Miles City, MT",18204285,15228,14,0,0,3333,0,663,628,6153,96,4339
57196,"Milford, DE",46062135,49474,0,0,0,3437,0,18754,2403,22184,48,2645
57206,"Milford, NJ--PA",6082080,2434,0,0,0,515,0,34,270,656,0,957
57223,"Milledgeville, GA",88120289,250612,342,0,0,3956,219161,916,2707,18979,53,4494
57250,"Millen, GA",6657463,2055,0,0,0,27,0,16,37,1843,91,39
57277,"Millersburg, OH",4504914,2916,0,0,0,167,0,66,59,2422,0,201
57304,"Millersburg, PA",5525288,5271,0,0,237,481,0,859,306,2150,57,1178
57331,"Millinocket, ME",5000763,5428,0,0,0,667,0,0,192,3066,5,1496
57358,"Millsboro, DE",27874350,176555,0,0,0,4091,155360,1335,1109,13601,31,1023
57368,"Millsboro, PA",6679491,2770,0,0,909,85,0,12,88,1127,173,374
57385,"Millstadt, IL",4284704,2026,0,0,0,95,0,28,94,1553,0,255
57395,"Milton, DE",3147288,1770,0,0,0,98,0,346,70,1165,1,87
57402,"Milton, VT",24801820,18212,15,0,0,1671,0,886,505,12990,15,2128
57439,"Milton--Lewisburg, PA",57088774,89392,12,0,0,7634,7051,40287,2843,24555,144,6861
57466,"Milwaukee, WI",1413151381,4140929,47080,0,5,530760,700707,324572,239494,1649992,25134,623181
57493,"Minden, LA",25507466,27406,0,0,0,1234,954,11984,798,10598,100,1735
57520,"Minden, NE",3660591,1702,0,0,0,92,0,0,95,1272,127,113
57547,"Mineola, TX",15730844,5411,0,0,0,428,0,143,342,3838,277,381
57574,"Mineral Wells, TX",22021468,17975,0,0,0,1353,0,2569,2305,9952,0,1794
57601,"Minerva, OH",6030972,11320,0,0,0,957,0,2009,301,7112,51,888
57628,"Minneapolis--St. Paul, MN--WI",2644805711,11407050,70518,0,9154,1056617,1708884,2958103,468472,3990906,33594,1110796
57655,"Minot, ND",58099253,93352,8448,0,0,15649,0,5453,4283,38100,2489,18926
57682,"Minot AFB, ND",10768935,4165,0,0,0,888,0,12,514,1035,0,1714
57709,"Mission Viejo--Lake Forest--San Clemente, CA",390182786,657719,79,0,0,28950,1,18638,39345,458290,62,112349
57736,"Missoula, MT",117044973,167870,7113,0,0,38713,0,2394,8089,84016,446,27096
57763,"Missouri Valley, IA",3487529,20745,0,0,0,288,0,36,92,18710,1214,403
57790,"Mitchell, IN",7711922,74859,0,63726,0,603,0,3410,499,5232,175,1211
57817,"Mitchell, SD",17769317,17110,38,0,0,2836,0,1058,979,8316,61,3818
57844,"Moab, UT",11035346,8515,0,0,0,2127,0,58,349,4628,0,1350
57871,"Moapa Valley, NV",19108570,8338,0,0,0,444,0,45,537,6719,2,588
57898,"Moberly, MO",22172782,16744,25,0,0,2373,0,1188,1076,8811,429,2839
57925,"Mobile, AL",576715397,1231092,54780,0,50055,45261,238722,158006,32712,603441,1953,46158
57952,"Mobridge, SD",4426963,2577,19,0,0,78,0,7,44,2220,109,97
57979,"Mocksville, NC",15462537,4277,0,0,0,304,0,675,440,2697,2,157
58006,"Modesto, CA",238633255,653712,7353,0,0,40860,89959,77666,18246,351951,6767,60907
58020,"Mojave, CA",5145798,6410,0,0,0,158,0,4,24,4158,1981,83
58033,"Molalla, OR",9439664,5833,0,0,0,103,0,1233,795,3096,3,600
58060,"Momence, IL",4702127,5423,0,0,0,338,0,669,235,2108,1097,973
58087,"Monahans, TX",16168636,12866,1608,0,0,605,0,52,786,8422,93,1297
58168,"Monessen--California, PA",115813824,128994,25,0,1459,10627,211,25426,4669,55740,2318,28517
58195,"Monett, MO",12346563,35524,0,0,0,1279,0,13952,907,17911,286,1187
58222,"Monmouth, IL",10040409,31495,762,0,0,677,0,7970,589,17072,1470,2951
58249,"Monmouth--Independence, OR",13881200,21989,4880,0,0,1367,0,2077,810,11425,8,1417
58303,"Monroe, GA",37251298,18942,3,0,0,961,0,192,1262,15355,10,1157
58330,"Monroe, LA",212206006,357198,9641,0,518,17267,0,113328,11734,189610,3104,11993
58357,"Monroe, MI",82834149,4361511,16,0,5,11979,4190254,16986,9385,99412,4665,28804
58384,"Monroe, WI",11513555,15411,0,0,0,2790,0,1324,908,6995,44,3347
58411,"Monroeville, AL",13315556,10420,0,0,0,227,0,2300,223,7452,5,211
58420,"Montauk, NY",12542487,9343,0,0,1,1573,0,13,458,4758,0,2539
58428,"Mont Belvieu, TX",6784666,1577,0,0,0,5,0,1,55,1460,0,54
58438,"Monterey, TN",7449451,5424,0,0,0,28,0,56,35,5256,3,44
58469,"Montesano--Elma, WA",14311159,11723,0,0,0,646,0,0,345,10347,48,335
58519,"Montevideo, MN",7431554,7675,7,0,0,971,0,337,226,4797,12,1322
58546,"Monte Vista, CO",5431105,3607,0,0,0,189,0,0,279,2619,13,505
58573,"Montezuma, GA",15301765,6059,0,0,0,143,0,1873,229,3027,375,410
58600,"Montgomery, AL",397217290,1024837,18252,0,0,36226,162578,232387,32132,502893,1962,38402
58627,"Montgomery, MN",3116504,2989,0,0,0,13,0,1746,47,1022,2,157
58654,"Montgomery, PA",7498207,3886,0,0,0,238,0,115,164,2706,20,641
58664,"Montgomery, WV",6137831,14798,14,0,314,8430,0,112,106,4537,748,534
58675,"Montgomery City, MO",4506161,19479,0,0,0,104,0,87,100,18929,99,158
58708,"Monticello, AR",24976601,13546,16,0,0,2099,0,248,453,9414,23,1290
58721,"Monticello, GA",5065504,1993,0,0,0,10,0,66,31,1859,1,23
58735,"Monticello, IL",8921383,27810,0,0,0,671,0,646,398,23913,293,1887
58762,"Monticello, IN",16795740,23487,0,0,0,1374,0,4340,941,14465,43,2320
58789,"Monticello, IA",2956926,3209,0,0,0,150,0,309,86,2352,0,309
58816,"Monticello, KY",14755517,6849,14,0,0,323,0,53,175,6054,0,228
58843,"Monticello, NY",11311143,11832,0,0,0,1637,0,16,496,7922,0,1760
58870,"Monticello--Big Lake, MN",43312323,56168,0,0,903,3275,0,4184,2573,38841,622,5767
58924,"Montpelier, OH",5323965,5301,0,0,0,338,0,354,156,3406,94,951
58951,"Montrose, CO",46544797,35616,3139,0,0,2049,0,718,2571,21017,1,6117
58961,"Montrose, MN",6859919,4228,0,0,0,74,0,224,299,3134,205,289
58972,"Moodus, CT",10175335,3053,0,0,0,179,0,66,225,2016,0,566
58992,"Moorefield, WV",4640251,6757,0,0,0,2967,0,1333,91,2204,9,151
59005,"Moore Haven, FL",5523666,4099,29,0,1,115,0,5,178,3742,8,16
59059,"Moorhead, MS",2807178,1257,0,0,0,93,0,0,33,915,0,214
59098,"Moose Lake, MN",10400911,6686,7,0,0,755,0,1304,193,4078,0,347
59113,"Mora, MN",6334479,5669,7,0,0,1071,0,408,214,2924,0,1042
59167,"Morehead, KY",12674320,16589,0,0,0,2583,3,0,434,13114,16,436
59194,"Morehead City, NC",123355309,100344,13092,0,7389,7101,0,9659,5126,54908,63,3003
59210,"Morgan, UT",6219986,3300,0,0,0,80,0,33,66,2806,190,123
59221,"Morgan City, LA",59724799,140596,265,0,4942,3809,1010,97990,2306,26224,1021,3024
59248,"Morganfield, KY",7809593,3574,0,0,0,122,0,0,103,3198,0,149
59275,"Morgantown, WV",97121514,291749,6165,0,529,16377,164531,24624,5061,56643,189,17627
59302,"Morrilton, AR",14775141,17354,0,0,0,1415,0,0,424,14617,224,672
59329,"Morris, IL",26093126,50999,14,0,1,2930,0,1641,1853,38007,622,5927
59356,"Morris, MN",6612645,8409,0,0,0,897,6,2462,163,4099,224,554
59383,"Morrison, IL",5402553,6575,14,0,0,391,0,127,139,2532,2589,781
59410,"Morristown, TN",155096086,144619,6483,0,0,5126,0,39132,8396,78012,2993,4474
59437,"Morro Bay--Los Osos, CA",30938311,26833,0,0,4,1543,0,109,1086,17887,0,6202
59464,"Morton, MS",6137103,3936,0,0,0,237,0,0,132,3329,75,160
59491,"Moscow, ID",15200763,38414,17,0,0,3753,0,433,1312,30157,62,2678
59501,"Moscow, PA",7071909,2580,0,0,0,173,0,11,57,1936,14,385
59518,"Moses Lake, WA",68802648,44040,10877,0,0,570,0,0,2341,29799,23,427
59545,"Moulton, AL",8388736,12383,18,0,0,182,0,1223,136,10723,0,100
59572,"Moultrie, GA",47090781,22273,0,0,0,1796,0,2887,1697,14323,19,1548
59605,"Moundville, AL",8141619,6654,0,0,0,8,0,348,50,6132,92,23
59626,"Mountain City, TN",7788589,2501,0,0,0,32,0,49,21,2366,0,31
59653,"Mountain Grove, MO",7074125,15007,0,0,0,406,0,155,218,13287,334,605
59680,"Mountain Home, AR",28582920,19093,33,0,0,2266,0,0,902,14657,0,1234
59707,"Mountain Home, ID",19684926,28957,17,0,0,1164,0,1239,1503,19067,2957,3007
59734,"Mountain Home AFB, ID",19796717,14828,2,0,0,1243,0,9859,310,2707,0,704
59745,"Mountain House, CA",3706296,2180,0,0,0,26,0,394,237,1507,0,15
59761,"Mountain Lake Park, MD",10919764,6504,6,0,0,1281,0,493,454,3435,30,803
59815,"Mount Airy, NC--VA",61998189,44973,4970,0,0,2036,0,4602,3082,28443,35,1801
59827,"Mount Angel, OR",3314929,2298,0,0,0,172,0,493,107,1382,2,140
59842,"Mount Carmel, IL",10147906,12259,14,0,0,493,0,360,504,8102,394,2389
59896,"Mount Gilead, OH",5984157,5871,0,0,0,376,0,146,387,4426,16,518
59910,"Mount Holly Springs, PA",9160772,7589,0,0,0,265,26,3346,218,2917,115,699
59923,"Mount Hood Village, OR",11045208,5745,0,0,0,120,0,243,341,4591,0,448
59950,"Mount Horeb, WI",7332402,6061,0,0,0,327,0,11,246,4948,0,527
59977,"Mount Morris, IL",5242569,5099,0,0,0,197,0,134,360,3219,0,1188
60004,"Mount Morris, NY",8517689,4804,0,0,0,1017,0,2,219,1673,50,1841
